0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 0 0 0
0 1.92943 5.72835 0
0 1.62854 5.6877 0
0 1.92955 5.81713 0
0 2.3541 6.0937 4.11043
0 2.91873 6.81517 19.1211
0 3.59596 7.45591 49.0778
0 4.00784 7.37297 64.9671
0 4.2805 7.37534 71.8991
0 4.55207 7.83246 74.0493
0 5.22329 9.08351 75.8544
0 6.01223 10.002 80.1442
0 6.46224 10.1176 80.2492
0 7.43474 10.4182 79.5332
0 7.62579 11.2371 80.2194
0 7.49218 11.2774 82.1702
0 8.54418 12.5659 85.2131
0 8.41024 12.9672 89.4759
0 9.26774 12.6164 92.5093
0 9.7595 13.168 93.0327
0 10.313 13.1208 95.3323
0.0002605 10.4809 13.425 99.9811
0.000919972 11.0723 14.3566 106.165
0.00220491 11.6417 14.8344 106.879
0.00258446 12.1793 15.8658 111.897
0.00561217 12.1283 16.9701 113.015
0.012538 12.7223 17.9239 117.065
